,Name,Sponsor,City,State,Area,ZIP,Hardiness,address,lon,lat
699,Stein Eriksen Lodge Botanical Garden,NA,Park City,UT,NA,84060,5a,"Park City ,  UT",-111.4979729,40.6460622
700,Petersen Arboretum,NA,Alpine,UT,NA,84004,6b,"Alpine ,  UT",-111.7779865,40.4532833
701,Utah Botanical Center,Utah State University,Kaysville,UT,95,84037,7a,"Kaysville ,  UT",-111.9385521,41.0352216
702,Brigham Young University Arboretum (Harrison Arboretum),Brigham Young University,Provo,UT,NA,84601,7a,"Provo ,  UT",-111.6585337,40.2338438
703,Conservation Garden Park,Jordan Valley Water Conservancy District,West Jordan,UT,6,84081,7a,"West Jordan ,  UT",-111.9391031,40.6096698
704,International Peace Gardens,NA,Salt Lake City,UT,11,84101,7b,"Salt Lake City ,  UT",-111.8910474,40.7607793
705,Red Butte Garden and Arboretum,University of Utah,Salt Lake City,UT,100,84101,7b,"Salt Lake City ,  UT",-111.8910474,40.7607793
706,State Arboretum of Utah,University of Utah,Salt Lake City,UT,1500,84101,7b,"Salt Lake City ,  UT",-111.8910474,40.7607793
707,Robert L. Shepherd Desert Arboretum,NA,Santa Clara,UT,40,84765,8a,"Santa Clara ,  UT",-113.6541266,37.1330355
708,Hahn Horticulture Garden,Virginia Polytechnic Institute and State University,Blacksburg,VA,7,24060,6b,"Blacksburg ,  VA",-80.4139393,37.2295733
709,Orland E. White Research Arboretum,University of Virginia,Boyce,VA,172,22620,6b,"Boyce ,  VA",-78.0594426,39.0931617
710,Edith J. Carrier Arboretum,James Madison University,Harrisonburg,VA,125,22801,6b,"Harrisonburg ,  VA",-78.8689155,38.4495688
711,Museum of the Shenandoah Valley,NA,Winchester,VA,7,22601,6b,"Winchester ,  VA",-78.1633341,39.1856597
712,Green Spring Gardens,NA,Alexandria,VA,31,22312,7a,"Alexandria ,  VA",-77.0469214,38.8048355
713,Ticonderoga Botanical Gardens,NA,Chantilly,VA,400,20151,7a,"Chantilly ,  VA",-77.4310992,38.8942786
714,Oatlands Plantation,NA,Leesburg,VA,415,20175,7a,"Leesburg ,  VA",-77.5636015,39.1156615
715,Boxerwood Gardens,NA,Lexington,VA,15,24450,7a,"Lexington ,  VA",-79.4428157,37.7840208
716,Old City Cemetery,NA,Lynchburg,VA,26,24501,7a,"Lynchburg ,  VA",-79.1422464,37.4137536
717,Forest Lawn Cemetery,NA,Richmond,VA,NA,23173,7a,"Richmond ,  VA",-77.4360481,37.5407246
718,Joseph Bryan Park Azalea Garden,NA,Richmond,VA,262,23173,7a,"Richmond ,  VA",-77.4360481,37.5407246
719,Lewis Ginter Botanical Garden,NA,Richmond,VA,50,23173,7a,"Richmond ,  VA",-77.4360481,37.5407246
720,Maymont,NA,Richmond,VA,100,23173,7a,"Richmond ,  VA",-77.4360481,37.5407246
721,Meadowlark Botanical Gardens,NA,Vienna,VA,100,22027,7a,"Vienna ,  VA",-77.2652604,38.9012225
722,River Farm,American Horticultural Society,Alexandria,VA,25,22308,7b,"Alexandria ,  VA",-77.0469214,38.8048355
723,Williamsburg Botanical Garden,NA,Williamsburg,VA,2,23081,7b,"Williamsburg ,  VA",-76.7074571,37.2707022
724,Chesapeake Arboretum,NA,Chesapeake,VA,47,23320,8a,"Chesapeake ,  VA",-76.2874927,36.7682088
725,Norfolk Botanical Garden,NA,Norfolk,VA,155,23501,8a,"Norfolk ,  VA",-76.2858726,36.8507689
726,Tidewater Arboretum,NA,Virginia Beach,VA,5,23450,8a,"Virginia Beach ,  VA",-75.977985,36.8529263
727,John A. Finch Arboretum,NA,Spokane,WA,56.65,99201,6b,"Spokane ,  WA",-117.4260465,47.6587802
728,Manito Park and Botanical Gardens,NA,Spokane,WA,90,99201,6b,"Spokane ,  WA",-117.4260465,47.6587802
729,Yakima Area Arboretum,NA,Yakima,WA,46,98901,6b,"Yakima ,  WA",-120.5058987,46.6020711
730,Sehome Hill Arboretum,NA,Bellingham,WA,180,98225,8a,"Bellingham ,  WA",-122.4786854,48.7519112
731,Wind River Arboretum,Gifford Pinchot National Forest,Carson,WA,2757,98610,8a,"Carson ,  WA",-121.8188307,45.7255968
732,Washington State Capitol Conservatory,Washington State Capitol campus,Olympia,WA,NA,98501,8a,"Olympia ,  WA",-122.9006951,47.0378741
733,Bloedel Reserve,NA,Bainbridge Island,WA,150,98110,8b,"Bainbridge Island ,  WA",-122.5210007,47.6248791
734,Bellevue Botanical Garden,NA,Bellevue,WA,53,98004,8b,"Bellevue ,  WA",-122.2015159,47.6101497
735,Evergreen Arboretum and Gardens,NA,Everett,WA,2.4,98275,8b,"Everett ,  WA",-122.2020795,47.9789848
736,Rhododendron Species Foundation and Botanical Garden,NA,Federal Way,WA,22,98001,8b,"Federal Way ,  WA",-122.3126222,47.3223221
737,Meerkerk Rhododendron Gardens,NA,Greenbank,WA,10,98253,8b,"Greenbank ,  WA",-122.5731977,48.0982722
738,Heronswood,NA,Kingston,WA,15,98346,8b,"Kingston ,  WA",-122.4981921,47.7987072
739,Lakewold Gardens,NA,Lakewood,WA,10,98409,8b,"Lakewood ,  WA",-122.518458,47.1717649
740,Lake Wilderness Arboretum,NA,Maple Valley,WA,40,98038,8b,"Maple Valley ,  WA",-122.0369239,47.3733483
741,Highline Botanical Garden,NA,SeaTac,WA,10.5,98148,8b,"SeaTac ,  WA",-122.2960726,47.4435903
742,Carl S. English Jr. Botanical Gardens,NA,Seattle,WA,7,98101,8b,"Seattle ,  WA",-122.3320708,47.6062095
743,Seattle Chinese Garden,NA,Seattle,WA,4.6,98101,8b,"Seattle ,  WA",-122.3320708,47.6062095
744,South Seattle Community College Arboretum,South Seattle Community College,Seattle,WA,6,98101,8b,"Seattle ,  WA",-122.3320708,47.6062095
745,Washington Park Arboretum,University of Washington,Seattle,WA,230,98101,8b,"Seattle ,  WA",-122.3320708,47.6062095
746,Kruckeberg Botanic Garden,NA,Shoreline,WA,4,98133,8b,"Shoreline ,  WA",-122.3456972,47.7559659
747,Bonhoeffer Botanical Gardens,NA,Stanwood,WA,20,98292,8b,"Stanwood ,  WA",-122.3706837,48.2410895
748,Wright Park Arboretum,NA,Tacoma,WA,27,98401,8b,"Tacoma ,  WA",-122.4442906,47.2528768
749,Hulda Klager Lilac Gardens,NA,Woodland,WA,7,98674,8b,"Woodland ,  WA",-122.7439912,45.9045591
750,Norskedalen,NA,Coon Valley,WI,440,54623,4b,"Coon Valley ,  WI",-91.0131863,43.7021922
751,Foxfire Botanical Gardens,NA,Marshfield,WI,15,54404,4b,"Marshfield ,  WI",-90.1717987,44.6688524
752,Schmeekle Reserve,NA,Stevens Point,WI,280,54481,4b,"Stevens Point ,  WI",-89.574563,44.5235792
753,Gardens of the Fox Cities,NA,Appleton,WI,35,54911,5a,"Appleton ,  WI",-88.4153847,44.2619309
754,Ledge View Nature Center,NA,Chilton,WI,105,53014,5a,"Chilton ,  WI",-88.1628785,44.0288803
755,Cofrin Memorial Arboretum,University of Wisconsin,Green Bay,WI,290,54173,5a,"Green Bay ,  WI",-88.0132958,44.5133188
756,Rotary Gardens,NA,Janesville,WI,20,53545,5a,"Janesville ,  WI",-89.0187222,42.6827885
757,Olbrich Botanical Gardens,NA,Madison,WI,16,53701,5a,"Madison ,  WI",-89.4012302,43.0730517
758,University of Wisconsin–Madison Arboretum,University of Wisconsin,Madison,WI,1260,53701,5a,"Madison ,  WI",-89.4012302,43.0730517
759,University of Wisconsin-Madison Botany Garden and Greenhouse,University of Wisconsin,Madison,WI,1.3,53701,5a,"Madison ,  WI",-89.4012302,43.0730517
760,Paine Art Center and Gardens,NA,Oshkosh,WI,3,54901,5a,"Oshkosh ,  WI",-88.5426136,44.0247062
761,Boerner Botanical Gardens,NA,Hales Corners,WI,606,53103,5b,"Hales Corners ,  WI",-88.0486982,42.937515
762,Mitchell Park Horticultural Conservatory,NA,Milwaukee,WI,1,53201,5b,"Milwaukee ,  WI",-87.9064736,43.0389025
763,Green Bay Botanical Garden,NA,Green Bay,WI,47,54173,6a,"Green Bay ,  WI",-88.0132958,44.5133188
764,Brooks Memorial Arboretum,NA,Hillsboro,WV,10100,24946,5b,"Hillsboro ,  WV",-80.2131261,38.1353972
765,Cranberry Glades Botanical Area,Monongahela National Forest,Mill Point,WV,750,24946,5b,"Mill Point ,  WV",-80.1809025,38.1581751
766,Sunshine Farm and Gardens,NA,Renick,WV,60,24966,6a,"Renick ,  WV",-80.3539643,37.9917868
767,Earl L. Core Arboretum,West Virginia University,Morgantown,WV,91,26501,6b,"Morgantown ,  WV",-79.9558968,39.629526
768,West Virginia Botanic Garden,NA,Morgantown,WV,85,26501,6b,"Morgantown ,  WV",-79.9558968,39.629526
769,Cheyenne Botanic Gardens,NA,Cheyenne,WY,9,82001,5b,"Cheyenne ,  WY",-104.8202462,41.1399814
